,description,Address,Price,Bedroom,Bathroom,Toilet,date,State,Location
7944,Fully Automated Super Luxury Exquisitely Finished 4 Bed Terrance Duplex With Bq, Lekki Phase 1 Lekki Lagos ,220000000,4,4,5,2023-05-26,Lagos,Lekki
7945,4bedroom Semi Detached Duplex With Bq For Sale In Ikate, Lekki Lagos ,120000000,4,4,5,2023-05-26,Lagos,Lekki
7946,Tastefully Built 5bed Duplex, Magodo Gra Magodo Isheri Ikeja Lagos ,119999999,5,6,6,2023-05-26,Lagos,Ikeja
7947,Newly Built 4bedroom Fully Detached Duplex For Sale In Ikoyi, Ikoyi Ikoyi Lagos ,600000000,4,4,5,2023-05-26,Lagos,Ikoyi
7948,Studio Apartment With Bq In A Strategical Location, Glorious Ville Court At Adekunle Fajuya Ikeja Gra Ikeja Gra Ikeja Lagos ,65000000,1,1,1,2023-05-26,Lagos,Ikeja
7949,Alluring 5 Bedroom Detached Duplex, Ikoyi Lagos ,1100000000,5,5,6,2023-05-26,Lagos,Ikoyi
7950,"Ravishing 5bed Detached House With Swimming Pool,", Ikoyi Lagos ,1000000000,5,5,5,2023-05-26,Lagos,Ikoyi
7951,Luxury 2 Bedroom Terrace Duplex, Ikota Lekki Lagos ,42000000,2,2,3,2023-05-26,Lagos,Lekki
7952,Neatly Finished 4 Bedroom Detached Duplex, Ikota Villa Ikota Lekki Lagos ,90000000,4,4,5,2023-05-27,Lagos,Lekki
7953,Fully Furnished Beautifully Built 5 Bedroom Detached Duplex, Osapa Lekki Lagos ,200000000,5,5,6,2023-05-26,Lagos,Lekki
7954,Luxury 4bed Semi Detach Duplex Wt Bq, Orchid Chevron Toll Gate Luxury 4bed Duplex Lekki Phase 2 Lekki Lagos ,72000000,4,6,0,2023-05-26,Lagos,Lekki
7955,Lekki Tastefully Finished Luxury 4 Bed Duplex Wt Bq, Lekki Luxury 4bed Semi Detached Duplex Ikate Elegushi Lekki Lagos ,125000000,4,6,6,2023-05-26,Lagos,Lekki
7956,Beautiful & Detailed Lekki Duplex Wt Bq, Orchid Chevron Toll Gate Luxury Duplex Lekki Phase 2 Lekki Lagos ,80000000,4,6,0,2023-05-26,Lagos,Lekki
7957,Brand New 4 Bedroom Fully Detached Duplex, Lekki Ikate Brand New Fully Detach Duplex Ikate Elegushi Lekki Lagos ,180000000,4,6,0,2023-05-26,Lagos,Lekki
7958,Brand New Lekki Phase 1 Terrace Duplex Wt Pool, Lekki Phase 1 Brand New 4bed Terrace Wt Pool Lekki Phase 1 Lekki Lagos ,185000000,4,6,0,2023-05-26,Lagos,Lekki
7959,Luxury 5 Bedroom Semi Detached Duplex For Sale In Ikoyi, Ikoyi Ikoyi Ikoyi Lagos ,360000000,5,5,0,2023-05-26,Lagos,Ikoyi
7960,Brand New 4 Bedroom Semi Detached Duplex For Sale In Orchid Road, Orchid Road Ikota Lekki Lagos ,75000000,4,4,0,2023-05-26,Lagos,Lekki
7961,Tastefully Finished 4bed Duplex Wt Bq, Igbo Efon Lekki Lagos ,147000000,4,6,6,2023-05-26,Lagos,Lekki
7962,Luxury 4 Bedroom Terrace Duplex For Sale, Chevron Drive Lekki Lagos ,85000000,4,4,5,2023-05-26,Lagos,Lekki
7963,5 Bedroom Detached Home For Sale, Ikoyi Lagos ,825000000,5,5,6,2023-05-26,Lagos,Ikoyi
7964,Magnificent 4 Bedroom Terrace Duplex With Self Compound," Off Adenike Olotun Street, Ikota Gra, Lekki, Lagos Ikota Lekki Lagos ",65000000,4,4,5,2023-05-27,Lagos,Lekki
7965,5 Bedroom Detached Duplex For Sale, Agungi Lekki Lagos ,170000000,5,5,6,2023-05-26,Lagos,Lekki
7966,Magnificent Luxury 5 Bedroom Fully Detached, Osapa Lekki Lagos ,600000000,5,5,6,2023-05-26,Lagos,Lekki
7967,Tastefully Built 4bed Duplex, Ogudu Gra Lovely Duplex Ogudu Gra Ketu Lagos ,139000000,4,5,6,2023-05-26,Lagos,Ketu
7968,Brand New 4 Bedroom Terrace, Lekki Phase 1 Lekki Lagos ,160000000,4,4,5,2023-05-26,Lagos,Lekki
7969,Newly Built Luxury 4bedroom Semi Detached Duplex With A Room Bq, Ifako Gbagada Lagos ,95000000,4,0,0,2023-05-26,Lagos,Gbagada
7970,Fully Service 4 Bedroom Terrace, Banana Island Ikoyi Lagos ,550000000,4,4,4,2023-05-26,Lagos,Ikoyi
7971,Newly Built 4bedroom Terrace Duplex For Sale In Ikate, Ikate Elegushi Lekki Lagos ,120000000,4,4,5,2023-05-26,Lagos,Lekki
7972,Tall 6bedroom Lekki Duplex, Admiralty Way Lekki Phase 1 Lekki Lagos ,450000000,6,6,7,2023-05-26,Lagos,Lekki
7973,Fully Serviced 3 Bedroom Penthouse, Lekki Phase 1 Lekki Lagos ,150000000,3,0,0,2023-05-26,Lagos,Lekki
7974,Luxury 5 Bedroom Fully Detached Duplexes, Ikoyi Lagos ,450000000,5,5,6,2023-05-22,Lagos,Ikoyi
7975,Brand New 4 Bedroom Detached House For Sale In Ikota, Ikota Ikota Lekki Lagos ,110000000,4,4,0,2023-05-26,Lagos,Lekki
7976,Exquisitely 4 Bedroom Detached Home, Osapa Lekki Lagos ,300000000,4,4,5,2023-05-26,Lagos,Lekki
7977,Newly Built 4bedroom Fully Detached Duplex For Sale In Ajah, In A Gated And Secured Estate Addo Ajah Lagos ,85000000,4,4,5,2023-05-26,Lagos,Ajah
7978,Ikeja Discounted Luxury Mansionette Duplex, Ikeja Adeniyi Jones Lovely Luxury 4 Bed Duplex Wt Bq Ikeja Ikeja Lagos ,108000000,4,6,6,2023-05-26,Lagos,Ikeja
7979,Newly Built 5 Bedroom Fully Detached Duplex With Swimming Pool For Sale In Ikota, Ikota Lekki Lagos ,140000000,5,5,6,2023-05-26,Lagos,Lekki
7980,Newly Built 4bedroom Fully Detached Duplex For Sale In Ikota, Ikota Lekki Lagos ,220000000,4,4,5,2023-05-26,Lagos,Lekki
7981,Newly Built 6bedroom Fully Detached Duplex For Sale In Osapa, Osapa Lekki Lagos ,400000000,6,6,7,2023-05-26,Lagos,Lekki
7982,Newly Built 5 Bedroom Fully Detached Duplex With Swimming Pool For Sale In Ikota, Lekki County Homes Ikota Lekki Lagos ,220000000,5,5,6,2023-05-26,Lagos,Lekki
7983,Newly Built 4bedroom Terrace Duplex For Sale In Orchid, Orchid Chevron Drive Lekki Lagos ,65000000,4,4,5,2023-05-26,Lagos,Lekki
7984,Luxury 4 Bedroom Detached House For Sale, Ikoyi Ikoyi Lagos ,450000000,4,4,5,2023-05-26,Lagos,Ikoyi
7985,5 Bedroom Fully Detached Home For Sale, Osapa Lekki Lagos ,400000000,5,5,6,2023-05-26,Lagos,Lekki
7986,Affordable 3 Bedroom Terrace Duplex In A Shared Compound," Pentagon Court Phase 5, Ikota, Lekki, Lagos Ikota Lekki Lagos ",55000000,3,3,4,2023-05-27,Lagos,Lekki
7987,Newly Built 3bedroom Terrace Duplex With Swimming Pool For Sale, Ikate Elegushi Lekki Lagos ,90000000,3,3,4,2023-05-26,Lagos,Lekki
7988,4 Bedroom Terrace Duplex," Lafiaji Road Is Not Far From Chevron Nigeria Head Office, Oral Estate, Lekki Conservation Centre, Lekki Phase 1. Lafiaji Lekki Lagos ",63000000,4,0,0,2023-05-26,Lagos,Lekki
7989,2 & 3 Bedroom Semi Detached Duplex, Watch Tower Road Bojide Ajah Ajah Lagos ,48000000,0,0,0,2023-05-26,Lagos,Ajah
7990,2 & 3 Bedroom Terrace Duplex +bq, Abijo Gra Abijo Ajah Lagos ,37000000,2,0,0,2023-05-26,Lagos,Ajah
7991,Ikeja Solid 5 Bedrooms Specious Fully Detached Duplex, Ikeja Ogba Central Luxury 5bed Detached Duplex Ogba Ikeja Lagos ,140000000,5,7,0,2023-05-26,Lagos,Ikeja
7992,Magnificent 5 Bedroom Detached House Sitting On 1100 Sqms, Old Ikoyi Ikoyi Ikoyi Lagos ,2000000000,5,5,6,2023-05-26,Lagos,Ikoyi
7993,Self Service Lavishly Finished 4 Bedroom Terrace Duplex, Ologolo Lekki Lagos ,120000000,4,4,5,2023-05-26,Lagos,Lekki
7994,Tastefully Built Luxury 5bed Duplex, Magodo Gra Luxury Duplex Magodo Isheri Ikeja Lagos ,123000000,5,6,7,2023-05-26,Lagos,Ikeja
7995,Brand New 4 Bedroom Terrace Duplex For Sale Off Orchid Road, Off Orchid Road Ikota Lekki Lagos ,55000000,4,4,5,2023-05-26,Lagos,Lekki
7996,Furnished 2 Bedroom Loft Apartment With Ample Parking Space, Ikate Elegushi Lekki Lagos ,5500000,2,2,3,2023-05-02,Lagos,Lekki
7997,Luxury 4 Bedroom Fully Detached House For Sale In Ikota, Ikota Ikota Lekki Lagos ,90000000,4,4,0,2023-05-26,Lagos,Lekki
7998,Luxury 4 Bedroom Detached Duplex For Sale In Old Ikoyi Lagos, Ikoyi Lagos Ikoyi Ikoyi Lagos ,800000000,4,4,5,2023-05-26,Lagos,Ikoyi
7999,Lekki Luxury 4bed Duplex, Chevron Toll Gate Chevron Drive Lekki Lagos ,65000000,4,6,6,2023-05-26,Lagos,Lekki
8000,Newly Built 5bedroom Fully Detached Duplex For Sale In Lekki, Igbo Efon Lekki Lagos ,220000000,5,5,6,2023-05-26,Lagos,Lekki
8001,Newly Built 5bedroom Fully Detached Duplex, Lekki County Homes Ikota Lekki Lagos ,250000000,5,5,6,2023-05-26,Lagos,Lekki
8002,Contemporary 5 Bedroom Fully Detached Duplex, Ologolo Lekki Lagos ,140000000,5,5,6,2023-05-26,Lagos,Lekki
8003,Exquisitely And Contemporary Built 4bedroom Semi Detached Duplex, Ikota Lekki Lagos ,85000000,4,4,5,2023-05-26,Lagos,Lekki
8004,Newly Built 5 Bedroom Fully Detached Duplex, Magodo Shangisha Ketu Lagos ,250000000,5,5,6,2023-05-26,Lagos,Ketu
8005,Massive & Luxury 8 Bedroom Fully Detached House, Banana Island Ikoyi Lagos ,-2147483648,8,8,9,2023-05-26,Lagos,Ikoyi
8006,Newly Built 4bedroom Fully Detached Duplex, Thomas Estate Ajah Lagos ,95000000,4,4,5,2023-05-26,Lagos,Ajah
8007,Massive Luxuriously Built 5 Bedroom Fully Detached House For Sale In Nicon Town Lekki Lagos, Nicon Town Ikate Elegushi Lekki Lagos ,890000000,5,5,6,2023-05-26,Lagos,Lekki
8008,*stunning Contemporary 4 Bed Fully Detached Duplex With Swimming Pool, Chevron Lekki Lagos ,250000000,4,4,5,2023-05-29,Lagos,Lekki
8009,Brand Luxury 4 Bedroom Semi Detached House, Iiasan Ikate Lekki Phase 1 Lekki Lagos ,120000000,4,4,5,2023-05-26,Lagos,Lekki
8010,"Magnificent ,exotic 5bed Fully Detached Duplex", Ikeja Magodo Gra Exotic 4 Bed Detached Duplex Magodo Isheri Ikeja Lagos ,160000000,5,7,7,2023-05-26,Lagos,Ikeja
8011,4bedroom Terrace Duplex For Sale, Orchid Lekki Lagos. Ikota Lekki Lagos ,75000000,4,4,5,2023-05-26,Lagos,Lekki
8012,5bedroom Fully Detached Duplex For Sale In Ikate, Ikate Elegushi Lekki Lagos ,250000000,5,5,6,2023-05-26,Lagos,Lekki
8013,Spacious 4 Bedroom Maisonette, Ikate Elegushi Lekki Lagos ,140000000,4,4,5,2023-05-26,Lagos,Lekki
8014,Spacious & Luxury 5bedroom Detached Mansion With Lots Of Greenery, Osapa Lekki Lagos ,450000000,5,5,6,2023-05-26,Lagos,Lekki
8015,Newly Built 4bedroom Terrace Duplex With Bq For Sale, Ikate Elegushi Lekki Lagos ,120000000,4,4,5,2023-05-26,Lagos,Lekki
8016,Tastefully Finished Luxury 4bed Detached Duplex, Magodo Gra 1 Spacious Luxury Duplex Magodo Isheri Ikeja Lagos ,140000000,4,5,6,2023-05-26,Lagos,Ikeja
8017,Spacious 4 Bedroom Terrace Duplex On 2 Floor, Osapa Lekki Lagos ,110000000,4,4,5,2023-05-26,Lagos,Lekki
8018,4 Bedroom Semidetached Duplex, Agungi Lekki Lagos ,95000000,4,0,0,2023-05-29,Lagos,Lekki
8019,5 & 4 Bedroom Terrace For Sale, Ologolo Lekki Lagos ,90000000,5,5,6,2023-05-26,Lagos,Lekki
8020,Newly Built 5bedroom Fully Detached Duplex For Sale In Ikota, Ikota Lekki Lagos ,100000000,5,5,6,2023-05-26,Lagos,Lekki
8021,Lovely 4 Bedroom Terrace Duplex, Lekki Phase 1 Lekki Lagos ,150000000,4,4,5,2023-05-26,Lagos,Lekki
8022,Furnished 5 Bedroom Detached House, Chevy View Estate Chevron Drive Lekki Lagos ,200000000,5,5,6,2023-05-26,Lagos,Lekki
8023,Lekki Exquisitely Finished 2 $ 3bedroom Mansionnette, 2min Lekki Phas 1 Exquisitely Finished 2 $ 3 Bed Mansionnete Ikate Elegushi Lekki Lagos ,83000000,3,5,0,2023-05-26,Lagos,Lekki
8024,Newly Built 5 Bedroom Fully Detached Duplex With Swimming Pool For Sale In Osapa, Osapa Lekki Lagos ,350000000,5,5,6,2023-05-26,Lagos,Lekki
8025,Exquisitely And Contemporary Built 2bedroom Apartment For Sale In Agungi, Agungi Lekki Lagos ,50000000,2,2,3,2023-05-26,Lagos,Lekki
8026,Newly Built 5bedroom Fully Detached Duplex With Swimming Pool For Sale In Ikate, Ikate Elegushi Lekki Lagos ,350000000,5,5,6,2023-05-26,Lagos,Lekki
8027,Fully Furnished Beautifully Finished 5 Bedroom Fully Detached Duplex, Osapa Lekki Lagos ,450000000,5,5,6,2023-05-26,Lagos,Lekki
8028,"For Sale Brand New 5 Bedroom Detached Duplex With A Swimming Pool, Cinema, And Gym Nested In An Estate", Osapa Lekki Lagos ,500000000,5,5,6,2023-05-26,Lagos,Lekki
8029,5bedroom Fully Detached Duplex For Sale In Ikota, Lekki County Homes Ikota Lekki Lagos ,220000000,5,5,6,2023-05-26,Lagos,Lekki
8030,Unveiling An Exquisite Oasis: Luxurious 4 Bedroom Terrace Duplex In Prime Location, Victoria Garden City Estate Lagos. Victoria Garden City Lekki Lagos ,220000000,4,4,5,2023-05-29,Lagos,Lekki
8031,Tastefully Finished 4 Bedroom Semi Detached Duplex, Lekki Phase 1 Lekki Lagos ,150000000,4,4,5,2023-05-26,Lagos,Lekki
8032,Brand New 4 Bedroom Luxury Semi Detached, Off Orchid Road Lekki Lagos. Ikota Lekki Lagos ,80000000,4,4,5,2023-05-26,Lagos,Lekki
8033,Ajah Lovwly 4 Bedroom Terrace Duplex, Lekki Ajah Lovely 4 Bedroom Terrace Duplex Ajah Ajah Lagos ,42000000,2,4,0,2023-05-26,Lagos,Ajah
8034,Newly Built 6 Bedroom Fully Detached Duplex With Swimming Pool, Victoria Island Lagos ,600000000,6,6,7,2023-05-26,Lagos,Island
8035,Newly Built 4 Bedroom Semi Detached Duplex For Sale In Ikate, Ikate Elegushi Lekki Lagos ,240000000,4,4,5,2023-05-26,Lagos,Lekki
8036,Ikeja Ogba Central Lovely Luxury 5 Bedroom Detach Duplex, Ikeja Ogba Central Luxury 5bedroom Duplex Ogba Ikeja Lagos ,97000000,5,7,0,2023-05-26,Lagos,Ikeja
8037,Super Luxury Lekki Duplex *, Lekki Super Luxury Duplex Ologolo Lekki Lagos ,73000000,4,5,6,2023-05-26,Lagos,Lekki
8038,Luxury 5 Bedroom Fully Detached Duplex Off Admiralty Way In Lekki Phase1, Off Admiralty Way Lekki Phase 1 Lekki Lagos ,270000000,5,6,0,2023-05-26,Lagos,Lekki
8039,Fully Furnished 5bedroom Detached Duplex With 2 Room Boys Quarters, Lekki Phase 1 Lekki Lagos ,500000000,5,5,6,2023-05-26,Lagos,Lekki
8040,Space/store/ Mini Warehouse, Agidinbgi Ikeja Lagos ,4000000,0,0,0,2023-05-27,Lagos,Ikeja
8041,4 Bedroom Semi Detached Home For Sale, Orchid Lekki Lagos ,100000000,4,4,5,2023-05-26,Lagos,Lekki
8042,Lovely 4. Bed Duplex, Omole Ikeja Duplex Omole Ikeja Lagos ,138000000,4,6,6,2023-05-26,Lagos,Ikeja
8043,Maryland Luxury 4bed Terrace Duplex, Anthony Maryland Maryland Ikeja Lagos ,110000000,4,5,5,2023-05-26,Lagos,Ikeja
8044,Newly Built 5bedroom Fully Detached Duplex With Swimming Pool For Sale In Ajah, In A Gated And Secured Estate Addo Ajah Lagos ,125000000,5,5,6,2023-05-26,Lagos,Ajah
8045,New Built & Fully Serviced 4 Bedroom Terrace Duplex, Lekki Phase 1 Lekki Lagos ,210000000,4,4,5,2023-05-26,Lagos,Lekki
8046,Exquisitely And Contemporary Built 3bedroom Semi Detached Duplex For Sale In Chevron, Chevron Drive Lekki Lagos ,90000000,3,3,4,2023-05-26,Lagos,Lekki
8047,Newly Built 4bedroom Semi Detached Duplex For Sale In Ikota, Ikota Lekki Lagos ,95000000,4,4,5,2023-05-26,Lagos,Lekki
8048,Luxury 6bedroom Fully Detached Duplex With Bq For Sale In Ikota, Lekki County Homes Ikota Lekki Lagos ,270000000,6,6,7,2023-05-26,Lagos,Lekki
8049,"4 Bedroom Semi Detached Duplex + Bq, G Empire Garden,", Guzape Abuja Guzape Abuja Phase 1 Abuja ,85000000,4,0,0,2023-05-26,Abuja,1
8050,Lekki Luxury 4 Bed Fully Detach Duplex Wt Bq, Lekki Chevron Toll Gate 4 Bed Fully Detached Duplex Wt Bq Lekki Phase 2 Lekki Lagos ,83000000,4,6,6,2023-05-26,Lagos,Lekki
8051,Newly Built 4bedroom Fully Detached Duplex For Sale In Ajah, In A Gated And Serene Estate Addo Ajah Lagos ,90000000,4,4,5,2023-05-26,Lagos,Ajah
8052,A Luxurious Furnished 6 Bedroom Waterview Detached Duplex With State Of The Art Facilities, Shoreline Estate Ikoyi Lagos ,-2147483648,6,6,6,2023-05-27,Lagos,Ikoyi
8053,Nicely Built 4bedroom Fully Detached Duplex For Sale In Ikoyi, Ikoyi Ikoyi Lagos ,600000000,4,4,5,2023-05-26,Lagos,Ikoyi
8054,Modern 5 Bedroom Duplex With Cinema Osapa Lekki Lagos., Osapa Lekki Lagos ,350000000,5,5,6,2023-05-26,Lagos,Lekki
8055,Massive 4 Bedroom Semi Detached House, Off Orchid Road Ikota Lekki Lagos ,70000000,4,4,5,2023-05-26,Lagos,Lekki
8056,Fully Serviced 5 Bedroom Terrace With A Gym For Sale, Ikate Lekki Lagos ,140000000,5,5,6,2023-05-26,Lagos,Lekki
8057,4 Bedroom Fully Detached House, Victoria Garden City Lekki Lagos ,250000000,4,4,5,2023-05-26,Lagos,Lekki
8058,Magodo Ikeja Luxury 3bed Duplex, Magodo Gra 2 Luxury Duplex Magodo Shangisha Ketu Lagos ,140000000,3,5,5,2023-05-26,Lagos,Ketu
8059,Spacious 5 Bedroom Detached With Bq, Banana Island Ikoyi Lagos ,950000000,5,5,6,2023-05-26,Lagos,Ikoyi
8060,Discounted Offer : Exquisite Luxury Self Serviced 4bed Semi Detach Duplex, Ikota Gra Luxury Self Serviced 4bed Duplex Ikota Lekki Lagos ,67000000,4,6,6,2023-05-26,Lagos,Lekki
8061,Ecquisitely Finished 5 Bedroom Fully Detached Duplex Wt Bq, Ikate Lekki Luxury 5 Bedroom Detached Duplex Wt Bq Ikate Elegushi Lekki Lagos ,135000000,5,7,0,2023-05-26,Lagos,Lekki
8062,Affordable Off Plan 4 Bedroom Terrace Duplex In A Shared Compound," Off Adenike Olotun Street, Ikota Gra, Ikota, Lekki, Lagos Ikota Lekki Lagos ",60000000,4,4,5,2023-05-27,Lagos,Lekki
8063,Newly Finished 4 Bedroom Maisonette With A Bq, Ikoyi Lagos ,400000000,4,4,5,2023-05-26,Lagos,Ikoyi
8064,Fully Automated 5 Bedroom Fully Detached Duplex, Lekki Super Luxury Osapa Lekki Lagos ,530000000,5,7,7,2023-05-26,Lagos,Lekki
8065,Fully Furnished 3 Bedroom Terrace Duplex, Banana Island Ikoyi Lagos ,350000000,3,3,4,2023-05-26,Lagos,Ikoyi
8066,Luxury 4 Bedroom Semi Detached Duplex With Bq For Sale At Osapa London Lekki Lagos, Osapa Osapa Lekki Lagos ,150000000,4,4,0,2023-05-26,Lagos,Lekki
8067,Exquisitely And Contemporary Built 3bedroom Terrace Duplex For Sale In Vgc Drive, Vgc Drive Lekki Lagos ,45000000,3,3,4,2023-05-26,Lagos,Lekki
8068,Luxury Affordable Lekki 4bed Terrace Duplex," 2min Chevron Road , Luxury Affordable Lekki 4bed Terrace Duplex Lekki Phase 2 Lekki Lagos ",52000000,4,6,4,2023-05-26,Lagos,Lekki
8069,Ikate Lekki Luxury 4bed Semi Detach Duplex, Ikate Lekki Luxury Duplex Ikate Elegushi Lekki Lagos ,115000000,4,6,6,2023-05-26,Lagos,Lekki
8070,4 Bedroom Terrace Duplex For Sale In Ajah, Addo Ajah Lagos ,75000000,4,4,5,2023-05-26,Lagos,Ajah
8071,Newly Built 4bedroom Fully Detached Duplex For Sale In Vgc Drive, Vgc Drive Lekki Lagos ,100000000,4,4,5,2023-05-26,Lagos,Lekki
8072,Luxury Brand New 4 Bedroom Terrace Duplex, Victoria Garden City Lekki Lagos ,65000000,4,4,5,2023-05-26,Lagos,Lekki
8073,Newly Built 5 Bedroom Fully Detached Duplex With Swimming Pool For Sale In Ikoyi, Ikoyi Ikoyi Lagos ,1300000000,5,5,6,2023-05-26,Lagos,Ikoyi
8074,Tastefully Finished 3 Bedroom Terrace, Chisco Ikate Ikate Elegushi Lekki Lagos ,85000000,3,3,4,2023-05-27,Lagos,Lekki
8075,Tastefully Built Spacious 4bed Semi Detached Duplex, Lekki Ajah Lovely Duplex Ajah Ajah Lagos ,72000000,4,5,6,2023-05-26,Lagos,Ajah
8076,Luxury Brand New 5 Bedroom Semi Detached Duplex, Osapa Lekki Lagos ,180000000,5,5,6,2023-05-26,Lagos,Lekki
8077,Newly Built 5bedroom Terrace Duplex For Sale In Ikate, Ikate Elegushi Lekki Lagos ,187000000,5,5,6,2023-05-26,Lagos,Lekki
8078,5 Bedroom Fully Detached Duplex For Sale In Chevron, Chevron Drive Lekki Lagos ,330000000,5,5,6,2023-05-26,Lagos,Lekki
8079,Standard Finished 4 Bedroom Terrace Duplex Fir Sale In Lekki Phase 1, Lekki Phase 1 Lekki Lagos ,145000000,4,4,5,2023-05-26,Lagos,Lekki
8080,Newly Built 4 Bedroom Detached Duplex, Pg Estate Ifako Gbagada Lagos ,180000000,4,4,5,2023-05-26,Lagos,Gbagada
8081,Luxury 4bedroom Semi Detached Duplex With A Bq For Sale In Ajah, Addo Ajah Lagos ,160000000,4,4,5,2023-05-26,Lagos,Ajah
8082,Magodo Gra Luxury Spacious 5bed Duplex, Magodo Gra Luxury 5bed Semi Detach Duplex Ikeja Ikeja Lagos ,98000000,5,7,7,2023-05-26,Lagos,Ikeja
8083,Luxury Home Of 5 Bedroom Fully Detached Duplex With 2 Room Bq For Sale In Banana Island Ikoyi Lagos., Banana Island Ikoyi Lagos ,1700000000,5,5,6,2023-05-26,Lagos,Ikoyi
8084,Luxury Finished 4 Bedroom Terrace, Orchid Road Lafiaji Lekki Lagos ,65000000,4,4,5,2023-05-27,Lagos,Lekki
8085,Newly Built 5bedroom Semi Detached Duplex, Ikate Elegushi Lekki Lagos ,140000000,5,5,6,2023-05-26,Lagos,Lekki
8086,Contemporary Fully Detached 5 Bedroom Duplex, Lekki Phase 1 Lekki Lagos ,570000000,5,5,6,2023-05-26,Lagos,Lekki
8087,Exquisite Tastefully Finished 5bed Duplex, Magodo Gra Phase. Luxury Duplex Magodo Isheri Ikeja Lagos ,185000000,5,7,7,2023-05-26,Lagos,Ikeja
8088,Luxury 4bedroom Terrace Duplex And Semi Detached Duplex, Lekki Phase 1 Lekki Lagos ,220000000,4,4,5,2023-05-26,Lagos,Lekki
8089,5bedroom Semi Detached Duplex With Pool And Cinema For Sale, Beautiful Estate Osapa Lekki Lagos ,250000000,5,5,6,2023-05-26,Lagos,Lekki
8090,Ikeja Delightful Luxury 5bed Detached Duplex Wt Bq, Omole Gra 2 Luxury 5bed Detached Duplex Omole Ikeja Lagos ,225000000,5,7,7,2023-05-26,Lagos,Ikeja
8091,Luxury Built 4 Bedroom Terrace Duplex With Bq Semi Finished, Coral Homes Estate Life Camp Abuja Tastefully Built To Details A Premium Estate Central Area Abuja Phase 1 Abuja ,85000000,5,5,5,2023-05-26,Abuja,1
8092,4 Bedroom Terrance Duplex, Creek Avenue Court Phase 2 Ikota Lekki Lagos ,62500000,4,4,5,2023-05-26,Lagos,Lekki
8093,5 Bedroom Fully Detached, West Bridge 4 Chevron Drive Lekki Lagos ,100000000,5,5,6,2023-05-26,Lagos,Lekki
8094,4 Bedroom Semi Detached Duplex, West Bridge Estate Phase 4 Chevron Drive Lekki Lagos ,80000000,4,4,5,2023-05-26,Lagos,Lekki
8095,4 Bedroom Terrance Duplex, Brand New Victoria Garden City Lekki Lagos ,60000000,4,4,5,2023-05-26,Lagos,Lekki
8096,4 Bedroom Semi Detached With Bq, Victoria Garden City Lekki Lagos ,85000000,4,4,5,2023-05-27,Lagos,Lekki
8097,2 Bedroom Apartment, Brand New Lafiaji Lekki Lagos ,50000000,2,2,3,2023-05-26,Lagos,Lekki
8098,4 Bedroom Fully Detached Duplex, Pay And Move In Chevron Drive Lekki Lagos ,130000000,4,4,5,2023-05-26,Lagos,Lekki
8099,4 Bedroom Semi Detached Duplex, Pay And Move In Ologolo Lekki Lagos ,85000000,4,4,5,2023-05-26,Lagos,Lekki
8100,Newly Built 4bedroom Semi Detached Duplex For Sale In Vgc Drive, Vgc Drive Lekki Lagos ,85000000,4,4,5,2023-05-26,Lagos,Lekki
8101,5 Bedroom Standard Detached Duplex, 2nd Tollgate Lekki Lafiaji Lekki Lagos ,150000000,5,5,6,2023-05-26,Lagos,Lekki
8102,3 Bedroom Maisonette, Bloom Haven Chisco Ikate Ikate Elegushi Lekki Lagos ,135000000,3,3,4,2023-05-26,Lagos,Lekki
8103,2 Bedroom Apartment, Lekki Pride 1 Apartment Beside Royal Garden Estate Ajah Ajah Lagos ,40000000,2,2,3,2023-05-26,Lagos,Ajah
8104,4 Bedroom Terrance With Bq, Bloom Residence Osapa Lekki Lagos ,100000000,4,4,5,2023-05-26,Lagos,Lekki
8105,5 Bedroom Fully Detached With Penthouse, Elizabeth Pearl Isheri North Gra Ikeja Lagos ,100000000,5,5,6,2023-05-26,Lagos,Ikeja
8106,Luxury Finished 4 Bedroom Terrace, Orchid Road Lafiaji Lekki Lagos ,65000000,4,4,5,2023-05-27,Lagos,Lekki
8107,4 Bedroom Semi Detached Duplex With Bq, Victory Star Court 2 Ikota Gra Ikota Lekki Lagos ,80000000,4,4,5,2023-05-26,Lagos,Lekki
8108,4 Bedroom Semi Detached Duplex, Urban Court By Ayhomes Located At General Paint Besides Lekki Gardens Sangotedo Ajah Lagos ,65000000,4,4,5,2023-05-26,Lagos,Ajah
8109,3 Bedroom Semi Detached Bungalow, Elite Bungalow Beside Abijo Gra Abijo Ajah Lagos ,30000000,3,3,4,2023-05-26,Lagos,Ajah
